incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_latitude,incident_longitude,class_label
synthetic negative matching 813,2019,10,27,9,1,34.86022,-118.87881,0
synthetic negative matching 814,2020,12,27,18,24,33.41476,-117.24044,0
synthetic negative matching 815,2022,6,26,15,13,40.41486,-122.342,0
synthetic negative matching 816,2015,4,30,8,40,34.454231,-117.663815,0
synthetic negative matching 817,2022,7,16,17,7,33.35505,-117.03134,0
synthetic negative matching 818,2023,7,8,13,33,33.076239,-116.902985,0
synthetic negative matching 819,2015,9,25,8,16,36.616986,-120.369347,0
synthetic negative matching 820,2018,9,30,21,13,35.93273,-120.20014,0
synthetic negative matching 821,2018,11,11,19,44,32.60729,-116.63028,0
synthetic negative matching 822,2021,10,26,3,2,34.37443,-118.49343,0
synthetic negative matching 823,2018,6,30,0,57,40.69554,-122.0122,0
synthetic negative matching 824,2019,10,4,10,7,39.11307,-121.38178,0
synthetic negative matching 825,2018,6,30,2,20,36.92244,-119.39619,0
synthetic negative matching 826,2021,11,20,21,31,39.51158,-121.55633,0
synthetic negative matching 827,2022,10,15,1,34,37.96311,-120.67335,0
synthetic negative matching 828,2020,4,21,15,29,34.30372,-117.49342,0
synthetic negative matching 829,2022,8,3,16,51,37.63206,-121.538382,0
synthetic negative matching 830,2019,6,7,8,10,38.928133,-122.601395,0
synthetic negative matching 831,2020,8,17,23,20,35.70595,-120.98316,0
synthetic negative matching 832,2019,6,3,19,18,34.3585229,-118.5553174,0
synthetic negative matching 833,2015,6,23,5,35,35.86596,-120.64584,0
synthetic negative matching 834,2020,3,12,7,50,34.74245,-120.18236,0
synthetic negative matching 835,2023,7,16,7,34,34.202883,-116.4449,0
synthetic negative matching 836,2015,7,5,6,8,36.0295,-121.07148,0
synthetic negative matching 837,2022,9,24,6,52,37.545167,-121.596667,0
synthetic negative matching 838,2017,10,21,0,18,36.38109,-121.00391,0
synthetic negative matching 839,2020,11,25,8,16,37.08931,-122.10509,0
synthetic negative matching 840,2021,8,16,3,2,40.99344,-121.52225,0
synthetic negative matching 841,2019,5,13,6,46,38.981389,-122.97222,0
synthetic negative matching 842,2018,10,3,3,42,38.02996,-122.25471,0
synthetic negative matching 843,2018,4,25,21,13,38.4994,-122.1145,0
synthetic negative matching 844,2016,6,4,6,21,33.836101,-117.607577,0
synthetic negative matching 845,2022,9,16,6,18,37.95766,-120.68902,0
synthetic negative matching 846,2022,11,21,22,36,38.349,-119.929,0
synthetic negative matching 847,2019,8,13,15,14,40.35,-123.034,0
synthetic negative matching 848,2023,5,24,8,5,40.010233,-122.433855,0
synthetic negative matching 849,2022,9,17,14,22,34.34949,-119.30918,0
synthetic negative matching 850,2020,5,23,19,50,38.520981,-121.201927,0
synthetic negative matching 851,2018,8,21,7,45,41.399,-121.392,0
synthetic negative matching 852,2018,4,21,20,55,37.813464,-120.131236,0
synthetic negative matching 853,2018,2,28,11,21,38.420382,-121.044895,0
synthetic negative matching 854,2023,2,22,4,16,36.90967,-119.79315,0
synthetic negative matching 855,2023,9,7,16,2,39.24549,-121.12792,0
synthetic negative matching 856,2022,10,18,14,10,36.97511,-119.33439,0
synthetic negative matching 857,2023,9,17,15,58,34.29931,-118.37539,0
synthetic negative matching 858,2019,3,16,23,6,38.88978,-122.23922,0
synthetic negative matching 859,2018,5,21,8,42,39.62194,-123.28774,0
synthetic negative matching 860,2015,12,25,3,50,37.65986,-120.31157,0
synthetic negative matching 861,2017,11,21,4,8,34.847129,-118.997325,0
synthetic negative matching 862,2021,12,6,15,32,36.18815,-118.78928,0
synthetic negative matching 863,2018,6,18,19,6,37.37397,-119.83556,0
synthetic negative matching 864,2019,5,2,1,58,37.62823,-120.30046,0
synthetic negative matching 865,2018,1,21,23,14,36.269125,-120.620791,0
synthetic negative matching 866,2016,10,25,1,22,38.88437128468346,-122.51771555326388,0
synthetic negative matching 867,2017,2,21,9,5,40.70258,-123.55012,0
synthetic negative matching 868,2023,6,18,1,13,37.518879,-118.711135,0
synthetic negative matching 869,2022,9,21,5,42,34.542742,-118.324601,0
synthetic negative matching 870,2017,3,19,3,21,34.36763,-118.57245,0
synthetic negative matching 871,2022,8,23,1,42,37.8558452,-120.3728742,0
synthetic negative matching 872,2020,10,17,10,8,39.36894,-121.53976,0
synthetic negative matching 873,2021,9,9,5,51,37.77982,-122.169,0
synthetic negative matching 874,2019,11,8,5,36,40.38944,-122.13088,0
synthetic negative matching 875,2020,10,10,4,46,35.188,-119.2877,0
synthetic negative matching 876,2019,9,8,16,9,36.10499,-120.55324,0
synthetic negative matching 877,2022,5,16,0,57,37.45646,-120.00392,0
synthetic negative matching 878,2021,11,26,21,5,34.7479248,-118.8217926,0
synthetic negative matching 879,2020,5,1,17,59,41.591948,-120.374514,0
synthetic negative matching 880,2015,6,26,18,40,35.93273,-120.20014,0
synthetic negative matching 881,2015,10,19,13,44,40.34659,-121.6415,0
synthetic negative matching 882,2017,5,24,11,49,41.868,-123.278,0
synthetic negative matching 883,2019,3,2,1,49,33.740219,-117.333728,0
synthetic negative matching 884,2018,6,12,16,4,40.62693,-122.23449,0
synthetic negative matching 885,2017,5,24,16,16,33.889516,-117.070814,0
synthetic negative matching 886,2019,8,6,3,27,33.90965,-116.9669,0
synthetic negative matching 887,2017,1,29,7,59,32.614832,-116.737119,0
synthetic negative matching 888,2020,4,21,8,14,37.44422,-121.84082,0
synthetic negative matching 889,2017,2,6,7,13,35.287373,-118.623651,0
synthetic negative matching 890,2017,2,1,7,1,39.42604,-123.03344,0
synthetic negative matching 891,2015,12,20,4,10,34.34949,-119.30918,0
synthetic negative matching 892,2017,2,17,11,16,37.12857,-122.12036,0
synthetic negative matching 893,2021,11,16,8,1,37.18356,-122.07012,0
synthetic negative matching 894,2016,1,3,21,0,41.851,-123.118,0
synthetic negative matching 895,2019,11,25,12,14,35.37351,-118.84134,0
synthetic negative matching 896,2020,12,18,14,14,36.5323,-119.0113,0
synthetic negative matching 897,2019,4,4,4,6,35.31886,-120.50886,0
synthetic negative matching 898,2017,3,14,0,55,40.62155,-120.49392,0
synthetic negative matching 899,2022,8,22,13,29,38.6280042,-119.8591887,0
synthetic negative matching 900,2018,4,20,7,3,34.035344,-116.940661,0
synthetic negative matching 901,2018,11,23,4,24,38.538467,-120.965105,0
synthetic negative matching 902,2015,4,22,21,12,35.3024,-120.65279,0
synthetic negative matching 903,2015,10,19,23,35,38.474502,-121.172572,0
synthetic negative matching 904,2020,4,2,9,34,33.6542,-117.5221,0
synthetic negative matching 905,2017,1,4,23,21,37.034183,-121.45597,0
synthetic negative matching 906,2023,5,7,5,28,34.160277777778,-116.89277777778,0
synthetic negative matching 907,2022,11,7,10,35,36.75581,-119.42172,0
synthetic negative matching 908,2018,9,9,3,51,34.5423,-120.1959,0
synthetic negative matching 909,2021,3,29,12,42,34.74245,-120.18236,0
synthetic negative matching 910,2018,9,20,2,18,36.151,-118.185,0
synthetic negative matching 911,2020,8,12,5,5,40.48712,-121.85645,0
synthetic negative matching 912,2022,7,7,0,54,33.55132,-117.72044,0
synthetic negative matching 913,2015,2,13,0,37,38.751648,-121.432636,0
synthetic negative matching 914,2022,1,25,6,37,33.717062,-116.893227,0
synthetic negative matching 915,2023,7,11,19,24,34.3585229,-118.5553174,0
synthetic negative matching 916,2016,7,15,17,18,33.85323,-117.48195,0
synthetic negative matching 917,2017,7,23,10,22,34.31267,-117.34635,0
synthetic negative matching 918,2017,3,6,1,53,39.491737,-121.637759,0
synthetic negative matching 919,2016,7,1,1,22,36.03223,-118.85799,0
synthetic negative matching 920,2015,5,21,7,4,41.841,-123.474,0
synthetic negative matching 921,2017,12,21,19,32,37.968494,-121.678172,0
synthetic negative matching 922,2021,1,21,5,58,35.34541,-120.76464,0
synthetic negative matching 923,2022,4,5,21,22,34.31283,-118.35863,0
synthetic negative matching 924,2022,7,9,2,34,37.99837,-122.16201,0
synthetic negative matching 925,2021,1,6,23,11,39.1252,-120.816083,0
synthetic negative matching 926,2021,10,29,11,41,36.75581,-119.42172,0
synthetic negative matching 927,2022,3,17,9,31,40.791509,-123.437051,0
synthetic negative matching 928,2016,11,10,7,56,38.052,-120.5577,0
synthetic negative matching 929,2015,6,19,11,35,36.92244,-119.39619,0
synthetic negative matching 930,2015,12,15,2,4,33.918089,-116.877776,0
synthetic negative matching 931,2017,6,28,12,35,37.33924,-120.24315,0
synthetic negative matching 932,2023,4,25,12,28,36.09493,-120.52193,0
synthetic negative matching 933,2021,3,14,6,33,39.9864,-120.89746,0
synthetic negative matching 934,2019,11,24,8,49,39.8707,-121.8938,0
synthetic negative matching 935,2016,8,16,17,25,38.655,-119.55425,0
synthetic negative matching 936,2022,9,26,0,26,38.23432,-121.20828,0
synthetic negative matching 937,2016,6,25,18,26,37.627119,-121.806775,0
synthetic negative matching 938,2018,4,20,23,2,35.0990626,-118.2951023,0
synthetic negative matching 939,2021,6,15,12,27,39.243283,-123.103367,0
synthetic negative matching 940,2015,8,23,9,25,38.921239,-121.036613,0
synthetic negative matching 941,2017,8,22,21,40,35.70086,-120.97339,0
synthetic negative matching 942,2021,6,3,17,32,37.463636,-121.16483,0
synthetic negative matching 943,2016,2,8,0,44,33.34988,-117.39818,0
synthetic negative matching 944,2018,1,10,11,3,38.165873,-122.211671,0
synthetic negative matching 945,2017,8,25,11,55,38.464074,-121.039236,0
synthetic negative matching 946,2022,5,11,3,15,34.47438,-120.29379,0
synthetic negative matching 947,2017,8,5,9,0,39.15641,-121.56363,0
synthetic negative matching 948,2021,1,15,15,29,41.72163,-121.30451,0
synthetic negative matching 949,2021,8,1,1,19,40.201826,-122.29388,0
synthetic negative matching 950,2017,10,28,9,29,37.1619216,-119.5166045,0
synthetic negative matching 951,2020,2,26,10,44,38.903333,-122.601667,0
synthetic negative matching 952,2019,12,16,6,8,41.841,-123.474,0
synthetic negative matching 953,2017,6,4,1,8,33.383889,-116.868611,0
synthetic negative matching 954,2019,6,30,18,16,37.627119,-121.806775,0
synthetic negative matching 955,2018,10,13,14,21,37.166674,-122.361112,0
synthetic negative matching 956,2019,7,15,11,46,40.900458,-121.320838,0
synthetic negative matching 957,2015,8,11,13,41,37.97638,-122.5275,0
synthetic negative matching 958,2019,4,17,3,6,38.46234,-123.015106,0
synthetic negative matching 959,2016,6,21,23,36,33.88831,-116.68386,0
synthetic negative matching 960,2023,9,30,11,30,32.59252,-116.61609,0
synthetic negative matching 961,2016,1,21,14,23,41.7813,-122.611,0
synthetic negative matching 962,2021,8,17,19,9,41.591948,-120.374514,0
synthetic negative matching 963,2021,4,5,15,45,34.186147,-117.440263,0
synthetic negative matching 964,2015,9,17,12,6,38.70289,-122.90217,0
synthetic negative matching 965,2015,7,22,10,56,37.0979,-119.75307,0
synthetic negative matching 966,2022,6,13,9,51,33.85852,-117.43521,0
synthetic negative matching 967,2022,6,11,9,35,36.21634,-118.82989,0
synthetic negative matching 968,2019,11,17,3,28,38.420382,-121.044895,0
synthetic negative random 0,2016,11,11,19,44,34.21363,-114.81572,0
synthetic negative random 1,2022,4,22,14,30,35.69274,-120.9387,0
synthetic negative random 2,2020,4,1,15,45,38.53924,-121.5227,0
synthetic negative random 3,2021,4,6,3,5,35.17813,-118.26061,0
synthetic negative random 4,2023,6,26,10,36,40.64479,-120.92058,0
synthetic negative random 5,2019,12,10,16,51,35.03596,-115.97375,0
synthetic negative random 6,2015,11,2,13,19,39.07499,-121.29029,0
synthetic negative random 7,2019,5,1,2,55,36.8478,-119.23698,0
synthetic negative random 8,2018,8,6,20,24,36.87695,-117.7724,0
synthetic negative random 9,2018,11,6,18,51,35.01311,-116.5757,0
synthetic negative random 10,2017,3,5,7,53,38.3157,-121.98286,0
synthetic negative random 11,2023,9,8,14,56,37.5357,-118.33389,0
synthetic negative random 12,2015,6,24,6,4,41.11457,-123.95305,0
synthetic negative random 13,2016,11,9,13,9,34.67175,-116.54223,0
synthetic negative random 14,2021,4,2,15,12,34.29595,-114.43828,0
synthetic negative random 15,2019,6,1,7,56,37.83085,-119.99401,0
synthetic negative random 16,2022,3,28,0,18,36.09734,-117.89096,0
synthetic negative random 17,2020,1,8,18,51,39.10748,-122.61769,0
synthetic negative random 18,2021,2,3,12,22,37.08885,-119.60881,0
synthetic negative random 19,2021,8,1,21,49,38.77521,-123.41273,0
synthetic negative random 20,2015,12,22,16,11,34.90097,-119.322,0
synthetic negative random 21,2019,5,15,23,37,40.98834,-121.91241,0
synthetic negative random 22,2018,12,26,2,47,35.28328,-116.93762,0
synthetic negative random 23,2017,5,28,18,6,36.18775,-117.94922,0
synthetic negative random 24,2016,5,1,6,51,36.84742,-119.81573,0
synthetic negative random 25,2017,3,4,23,36,41.41197,-120.72844,0
synthetic negative random 26,2023,6,4,14,54,41.72012,-121.10126,0
synthetic negative random 27,2023,7,17,13,0,41.48169,-121.20205,0
synthetic negative random 28,2018,1,18,21,14,34.321,-116.25857,0
synthetic negative random 29,2017,7,10,14,23,40.3645,-121.16307,0
synthetic negative random 30,2019,10,27,11,5,37.34391,-121.53115,0
synthetic negative random 31,2015,4,15,13,26,36.86906,-121.4485,0
synthetic negative random 32,2021,6,25,19,24,35.37052,-117.60994,0
synthetic negative random 33,2021,12,23,8,59,34.67051,-118.59552,0
synthetic negative random 34,2017,10,12,0,25,38.08098,-122.04299,0
synthetic negative random 35,2015,5,26,6,57,37.50625,-121.88747,0
synthetic negative random 36,2018,8,9,14,37,36.00305,-121.49161,0
synthetic negative random 37,2015,10,17,16,58,35.08437,-116.01105,0
synthetic negative random 38,2015,5,14,14,2,33.19852,-116.09995,0
synthetic negative random 39,2021,8,7,2,44,37.35683,-118.00037,0
synthetic negative random 40,2023,6,17,22,56,34.89118,-114.82432,0
synthetic negative random 41,2022,12,22,19,17,38.68826,-123.34849,0
synthetic negative random 42,2022,3,11,8,27,38.99326,-120.90599,0
synthetic negative random 43,2016,7,1,15,4,38.42794,-119.82483,0
synthetic negative random 44,2015,8,5,11,2,40.58715,-123.01545,0
synthetic negative random 45,2015,8,20,7,4,35.9323,-120.13403,0
synthetic negative random 46,2018,3,10,7,37,35.91173,-115.89907,0
synthetic negative random 47,2019,12,17,23,25,36.92101,-119.89376,0
synthetic negative random 48,2021,10,12,6,19,32.9582,-115.49303,0
synthetic negative random 49,2021,11,16,6,26,34.78197,-114.76474,0
synthetic negative random 50,2015,9,24,7,3,38.63082,-122.10721,0
synthetic negative random 51,2016,6,24,0,9,33.94662,-117.04351,0
synthetic negative random 52,2018,12,28,15,39,34.12055,-115.48194,0
synthetic negative random 53,2019,7,10,23,32,38.45321,-121.92674,0
synthetic negative random 54,2017,8,30,10,27,36.41767,-119.15903,0
synthetic negative random 55,2017,8,1,7,43,34.54074,-116.94756,0
synthetic negative random 56,2017,4,5,6,32,41.66289,-123.00905,0
synthetic negative random 57,2021,1,13,20,45,38.01283,-119.20606,0
synthetic negative random 58,2016,1,13,15,59,41.78851,-120.30492,0
synthetic negative random 59,2019,9,18,5,45,33.74482,-117.42447,0
synthetic negative random 60,2019,7,19,2,15,39.20501,-121.9505,0
synthetic negative random 61,2016,8,13,0,48,36.11778,-118.61154,0
synthetic negative random 62,2015,7,22,11,20,34.57993,-117.79837,0
synthetic negative random 63,2020,6,17,9,13,40.14122,-120.3048,0
synthetic negative random 64,2017,1,15,1,52,41.13648,-123.81273,0
synthetic negative random 65,2023,6,27,20,52,40.3588,-120.83965,0
synthetic negative random 66,2018,1,31,5,26,35.064,-117.74364,0
synthetic negative random 67,2015,2,11,16,49,38.96289,-122.6773,0
synthetic negative random 68,2018,7,10,17,27,34.92796,-120.19165,0
synthetic negative random 69,2021,5,31,20,39,36.33863,-118.65318,0
synthetic negative random 70,2017,7,31,13,28,35.26308,-115.10887,0
synthetic negative random 71,2015,6,13,17,44,41.54486,-120.62419,0
synthetic negative random 72,2015,3,11,10,15,35.06915,-117.44991,0
synthetic negative random 73,2016,4,25,17,11,39.20095,-120.80563,0
synthetic negative random 74,2020,7,22,5,29,34.51407,-118.82281,0
synthetic negative random 75,2015,11,6,13,43,37.98289,-121.73965,0
synthetic negative random 76,2022,12,28,1,15,33.54754,-116.55728,0
synthetic negative random 77,2021,7,23,11,13,34.37222,-117.71813,0
synthetic negative random 78,2015,5,31,13,3,36.46359,-116.99444,0
synthetic negative random 79,2020,8,23,12,14,34.05533,-118.32705,0
synthetic negative random 80,2019,12,18,15,1,36.96493,-117.35801,0
synthetic negative random 81,2015,3,10,5,24,37.73081,-121.27492,0
synthetic negative random 82,2017,4,12,16,43,36.80398,-118.50894,0
synthetic negative random 83,2019,3,13,10,19,41.93287,-120.7103,0
synthetic negative random 84,2016,1,13,21,55,40.98327,-121.50877,0
synthetic negative random 85,2017,4,26,14,46,40.34469,-123.7768,0
synthetic negative random 86,2023,1,20,5,51,39.97728,-121.78523,0
synthetic negative random 87,2019,12,23,7,57,34.8905,-114.85245,0
synthetic negative random 88,2020,3,31,17,43,40.1446,-123.57942,0
synthetic negative random 89,2018,9,2,13,57,41.26733,-122.50257,0
synthetic negative random 90,2019,9,15,10,41,41.14155,-123.41384,0
synthetic negative random 91,2015,11,23,0,59,34.93698,-114.63035,0
synthetic negative random 92,2021,7,6,18,10,36.30946,-120.00082,0
synthetic negative random 93,2017,8,31,12,55,34.86435,-119.60712,0
synthetic negative random 94,2020,11,29,7,48,38.41554,-122.84863,0
synthetic negative random 95,2021,3,5,16,56,38.77204,-123.25603,0
synthetic negative random 96,2023,3,21,8,8,40.9116,-122.22843,0
synthetic negative random 97,2020,2,11,10,6,39.3118,-121.32481,0
synthetic negative random 98,2022,7,9,19,41,40.0341,-120.1762,0
synthetic negative random 99,2017,5,9,6,24,39.15194,-120.55544,0
synthetic negative random 100,2019,12,17,20,19,39.93843,-122.45599,0
synthetic negative random 101,2018,4,28,20,35,41.52496,-123.36458,0
synthetic negative random 102,2016,6,21,20,8,38.29175,-119.57357,0
synthetic negative random 103,2016,2,1,5,59,39.95717,-122.2149,0
synthetic negative random 104,2020,1,10,0,56,34.16134,-114.7219,0
synthetic negative random 105,2019,9,4,4,13,38.27923,-120.9248,0
synthetic negative random 106,2015,11,25,13,24,39.95432,-121.95622,0
synthetic negative random 107,2023,2,13,21,37,41.10022,-121.44203,0
synthetic negative random 108,2022,5,25,17,8,37.53932,-121.91475,0
synthetic negative random 109,2021,5,22,0,0,38.55881,-121.20324,0
synthetic negative random 110,2022,9,4,16,49,37.20714,-118.18527,0
synthetic negative random 111,2017,4,23,10,27,39.33011,-122.65038,0
synthetic negative random 112,2018,10,8,10,54,40.75923,-120.33324,0
synthetic negative random 113,2015,5,25,22,49,38.0207,-122.60001,0
synthetic negative random 114,2017,5,18,21,33,37.17547,-117.97618,0
synthetic negative random 115,2023,1,14,5,52,39.40621,-122.05686,0
synthetic negative random 116,2023,5,12,4,53,35.93621,-118.31934,0
synthetic negative random 117,2017,4,12,17,13,37.26956,-119.96055,0
synthetic negative random 118,2022,4,2,17,0,34.88544,-115.22885,0
synthetic negative random 119,2018,6,22,22,46,36.87053,-117.28934,0
synthetic negative random 120,2016,12,16,9,52,32.8394,-115.69078,0
synthetic negative random 121,2018,2,25,22,20,37.43357,-121.06696,0
synthetic negative random 122,2016,5,28,13,36,35.8023,-118.31756,0
synthetic negative random 123,2015,1,9,19,21,39.63422,-121.18055,0
synthetic negative random 124,2023,1,17,21,43,38.47591,-121.81112,0
synthetic negative random 125,2017,10,9,15,32,34.09108,-114.63866,0
synthetic negative random 126,2016,9,6,23,27,41.46266,-120.07389,0
synthetic negative random 127,2017,5,23,2,35,39.57619,-122.63413,0
synthetic negative random 128,2018,10,24,13,3,34.46432,-115.55779,0
synthetic negative random 129,2016,2,9,12,33,37.78167,-118.89843,0
synthetic negative random 130,2018,7,23,15,10,33.94108,-116.40287,0
synthetic negative random 131,2015,1,7,11,20,36.5181,-121.87124,0
synthetic negative random 132,2017,7,16,3,35,32.82571,-115.84546,0
synthetic negative random 133,2018,6,22,22,5,40.48107,-123.55316,0
synthetic negative random 134,2022,5,15,12,4,35.00841,-118.47214,0
synthetic negative random 135,2020,6,28,15,13,40.46422,-120.15609,0
synthetic negative random 136,2015,3,1,14,13,33.37671,-116.04812,0
synthetic negative random 137,2019,2,12,3,6,40.17333,-121.24561,0
synthetic negative random 138,2017,4,29,13,51,40.47607,-120.18349,0
synthetic negative random 139,2017,6,28,20,8,34.84744,-115.89332,0
synthetic negative random 140,2017,6,17,12,5,36.95246,-120.47402,0
synthetic negative random 141,2018,6,1,12,13,38.34442,-122.09915,0
synthetic negative random 142,2022,1,3,19,35,35.90664,-117.10386,0
synthetic negative random 143,2021,5,15,12,30,35.54161,-116.34065,0
synthetic negative random 144,2015,9,13,11,41,33.55575,-117.46644,0
synthetic negative random 145,2016,2,2,4,59,37.11574,-121.74469,0
synthetic negative random 146,2021,7,19,22,59,38.0651,-120.01318,0
synthetic negative random 147,2022,4,23,13,6,35.69313,-116.54154,0
synthetic negative random 148,2016,6,30,15,50,41.32401,-123.87987,0
synthetic negative random 149,2017,4,9,8,19,39.518,-122.33741,0
synthetic negative random 150,2018,1,22,10,3,37.55858,-122.36561,0
synthetic negative random 151,2015,10,4,5,58,32.97359,-116.53256,0
synthetic negative random 152,2019,9,4,20,44,34.87182,-117.14342,0
synthetic negative random 153,2018,1,11,10,45,37.5004,-122.30026,0
synthetic negative random 154,2021,3,29,13,1,37.36024,-118.09854,0
synthetic negative random 155,2015,2,27,6,47,38.34155,-121.49148,0
synthetic negative random 156,2019,4,30,20,57,36.07418,-118.73168,0
synthetic negative random 157,2017,11,27,16,43,33.3165,-118.33036,0
synthetic negative random 158,2017,10,28,21,35,39.60912,-122.90842,0
synthetic negative random 159,2015,10,24,18,17,36.34898,-121.58304,0
synthetic negative random 160,2020,8,25,12,2,37.50402,-118.65642,0
synthetic negative random 161,2022,12,19,5,30,40.082,-123.02689,0
synthetic negative random 162,2016,8,12,3,14,33.28709,-117.12587,0
synthetic negative random 163,2016,2,5,20,41,37.2256,-119.06259,0
synthetic negative random 164,2018,1,26,20,16,40.94569,-120.32559,0
synthetic negative random 165,2020,12,27,15,52,35.39311,-115.36308,0
synthetic negative random 166,2020,9,29,13,29,38.59884,-123.16286,0
synthetic negative random 167,2019,2,27,8,40,32.83779,-115.46343,0
synthetic negative random 168,2015,3,18,0,20,33.94096,-117.75074,0
synthetic negative random 169,2023,6,27,9,1,34.88638,-120.25103,0
synthetic negative random 170,2019,5,4,20,24,34.94311,-117.00254,0
synthetic negative random 171,2023,8,3,17,56,35.44405,-118.96238,0
synthetic negative random 172,2015,1,10,13,52,41.84277,-122.32953,0
synthetic negative random 173,2020,11,20,20,47,39.57795,-122.86948,0
synthetic negative random 174,2016,11,16,17,55,33.02463,-116.57372,0
synthetic negative random 175,2023,4,14,8,11,34.6922,-118.14155,0
synthetic negative random 176,2017,6,30,17,16,34.34913,-117.97456,0
synthetic negative random 177,2018,2,14,19,47,36.32796,-118.33274,0
synthetic negative random 178,2022,11,22,12,29,36.26536,-121.58393,0
synthetic negative random 179,2021,4,16,7,40,38.76637,-123.20469,0
synthetic negative random 180,2015,9,9,10,59,39.74298,-121.11962,0
synthetic negative random 181,2021,6,8,20,2,39.50956,-121.72848,0
synthetic negative random 182,2016,9,5,19,27,37.19117,-119.2624,0
synthetic negative random 183,2018,2,28,23,43,41.76316,-121.48611,0
synthetic negative random 184,2023,3,25,23,10,38.97671,-121.57255,0
synthetic negative random 185,2018,7,22,20,6,37.81256,-119.19314,0
synthetic negative random 186,2018,3,25,12,40,34.54659,-118.38958,0
synthetic negative random 187,2019,3,12,21,0,34.84989,-119.00597,0
synthetic negative random 188,2021,2,1,22,21,39.30011,-121.48614,0
synthetic negative random 189,2015,5,8,9,5,40.20225,-123.72842,0
synthetic negative random 190,2017,5,31,6,0,39.58118,-120.29381,0
synthetic negative random 191,2018,9,12,3,56,35.23889,-119.22414,0
synthetic negative random 192,2017,9,10,11,28,38.14205,-122.50806,0
synthetic negative random 193,2020,4,24,17,14,40.8224,-123.88341,0
synthetic negative random 194,2023,9,3,11,13,34.52289,-119.66199,0
synthetic negative random 195,2016,9,27,9,2,38.02274,-121.49638,0
synthetic negative random 196,2023,7,6,11,36,34.13299,-118.64921,0
synthetic negative random 197,2016,11,10,2,26,33.86244,-117.06507,0
synthetic negative random 198,2021,12,29,16,12,39.65072,-123.16806,0
synthetic negative random 199,2023,9,5,14,13,38.35822,-121.17346,0
synthetic negative random 200,2016,10,3,12,53,38.58554,-121.35872,0
synthetic negative random 201,2015,4,10,20,23,35.31587,-116.47257,0
synthetic negative random 202,2018,7,2,12,53,34.37383,-114.38944,0
synthetic negative random 203,2015,4,29,11,32,36.79954,-117.29638,0
synthetic negative random 204,2015,1,13,17,39,36.07346,-120.30224,0
synthetic negative random 205,2020,5,14,23,39,39.53423,-120.04691,0
synthetic negative random 206,2020,6,6,15,3,36.25947,-121.48741,0
synthetic negative random 207,2022,11,12,13,16,36.3176,-121.3522,0
synthetic negative random 208,2019,12,3,5,19,36.66899,-116.92795,0
synthetic negative random 209,2020,5,23,21,54,33.50701,-115.80849,0
synthetic negative random 210,2015,8,2,23,58,39.54409,-121.20788,0
synthetic negative random 211,2021,1,11,20,47,35.43905,-119.00995,0
synthetic negative random 212,2017,8,21,19,20,32.94573,-116.71644,0
synthetic negative random 213,2017,2,24,18,44,36.38957,-119.23794,0
synthetic negative random 214,2016,11,10,10,53,36.90131,-119.09957,0
synthetic negative random 215,2020,5,6,4,33,36.90459,-121.10929,0
synthetic negative random 216,2016,8,30,20,24,34.86736,-116.23418,0
synthetic negative random 217,2017,12,23,18,16,37.42958,-119.27313,0
synthetic negative random 218,2020,10,9,15,20,36.21297,-117.98582,0
synthetic negative random 219,2018,6,25,22,42,37.5429,-120.94358,0
synthetic negative random 220,2022,11,5,8,9,40.7815,-120.07013,0
synthetic negative random 221,2016,6,15,19,45,35.70839,-120.44216,0
synthetic negative random 222,2015,8,18,21,8,36.87771,-120.62293,0
synthetic negative random 223,2016,6,15,4,30,39.26048,-121.58933,0
synthetic negative random 224,2020,6,12,11,2,38.85403,-120.28313,0
synthetic negative random 225,2023,6,2,5,56,35.30877,-117.66885,0
synthetic negative random 226,2015,2,17,6,34,36.11134,-120.67937,0
synthetic negative random 227,2020,11,12,21,17,32.8563,-115.62764,0
synthetic negative random 228,2016,8,28,2,57,41.90951,-123.50027,0
synthetic negative random 229,2022,6,22,10,27,40.57161,-120.52884,0
synthetic negative random 230,2017,6,20,3,30,40.66422,-120.75352,0
synthetic negative random 231,2021,12,5,23,54,39.81699,-121.48785,0
synthetic negative random 232,2022,9,9,5,25,33.0016,-115.16348,0
synthetic negative random 233,2015,11,23,3,44,32.85809,-115.80837,0
synthetic negative random 234,2016,9,18,11,35,38.43266,-122.20415,0
synthetic negative random 235,2017,10,2,22,44,39.19292,-122.2406,0
synthetic negative random 236,2017,1,29,0,10,36.56145,-117.84528,0
synthetic negative random 237,2015,10,31,9,8,40.35718,-122.76694,0
synthetic negative random 238,2018,4,13,11,51,33.87798,-115.48955,0
synthetic negative random 239,2017,1,20,9,16,33.84349,-116.17986,0
synthetic negative random 240,2022,6,4,12,35,39.08888,-121.55391,0
synthetic negative random 241,2019,9,10,4,47,35.15167,-114.91918,0
synthetic negative random 242,2019,3,31,14,6,35.41609,-118.33803,0
synthetic negative random 243,2019,5,13,19,48,34.32074,-117.58612,0
synthetic negative random 244,2018,6,25,14,7,36.40451,-120.41485,0
synthetic negative random 245,2015,10,19,17,57,41.45735,-121.59293,0
synthetic negative random 246,2017,4,26,14,46,38.63466,-120.79036,0
synthetic negative random 247,2018,2,13,2,12,40.18452,-122.94991,0
synthetic negative random 248,2021,4,26,1,22,32.70908,-116.94503,0
