incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_acres_burned,incident_longitude,incident_latitude,incident_extinguished_year,incident_extinguished_month,incident_extinguished_day,incident_extinguished_hour,incident_extinguished_minute
Doyle Fire,2019,07,14,14,02,193,-120.158273,40.072739,2019,07,16,09,00
Milton Fire ,2019,07,15,10,49,202,-120.84372,37.944751,2019,07,16,06,48
Aborn Fire,2019,07,15,11,12,47,-121.76444444,37.32555556,2019,07,15,18,19
Madera Fire ,2019,07,15,18,19,213,-119.934167,37.016944,2019,07,16,06,49
Meadow Fire,2019,07,16,13,45,81,-116.7884,33.514658,2019,07,17,21,29
Whiskey Fire,2019,07,16,18,44,90,-121.468074,37.962557,,,,,
Goose 2 Fire,2019,07,17,16,13,128,-120.306,41.909,2019,07,20,09,05
Vista Fire,2019,07,17,17,42,25,-116.839743,32.794768,2019,07,18,15,58
Rains Fire,2019,07,18,09,07,35,-121.371276,37.420988,2019,07,18,10,29
Whiskey Fire,2019,07,18,18,31,27,-120.78068,38.115224,2019,07,20,08,56
Valley Fire,2019,07,21,12,01,149,-120.027731,37.241427,,,,,
Tejon Fire,2019,07,21,15,30,208,-118.9183333,34.9008333,,,,,
Canyon Fire,2019,07,22,15,05,64,-122.143942,38.481258,,,,,
Milpas Fire,2019,07,22,19,45,81,-117.10318,34.42386,,,,,
Moms Fire ,2019,07,23,14,41,10,-121.579738,39.423833,,,,,
Marshview Fire,2019,07,24,12,28,183,-122.118889,38.158333,,,,,
Sweigert Fire ,2019,07,24,20,01,80,-121.807258,37.433192,,,,,
Thompson Fire ,2019,07,24,20,09,95,-120.435278,35.004722,,,,,
Tree Fire,2019,07,27,10,15,83,-122.656569,41.834366,,,,,
Community Fire,2019,07,27,10,15,35,-122.845,41.838,,,,,
Usal Fire,2019,07,27,23,36,130,-123.846013,39.831762,,,,,
Star Fire,2019,07,28,13,20,156,-117.769766,33.997528,,,,,
Tucker Fire,2019,07,28,15,58,14217,-121.260305,41.79591,2019,08,11,12,16
Dehesa Fire,2019,07,28,19,51,150,-116.796032,32.767649,,,,,
Range Fire,2019,07,28,22,39,100,-119.94974,34.665699,2019,08,05,12,27
Lake Fire,2019,07,29,15,43,306,-120.984167,35.908333,,,,,
Mill Fire,2019,07,30,13,28,280,-121.466944,36.008889,2019,08,12,08,20
Carson Fire,2019,07,30,19,27,13,-120.75664,38.757636,2019,07,31,06,47
Mesa Fire ,2019,07,31,17,13,448,-118.41204,35.60989,,,,,
Caliente Fire,2019,08,01,14,53,448,-117.026667,32.575556,2019,08,03,09,10
Browns Fire,2019,08,02,09,23,84,-121.123611,38.3525,2019,08,02,14,03
Prairie Fire ,2019,08,02,14,45,50,-121.114095,38.622058,2019,08,02,17,00
Meadow Fire (Not a CAL FIRE incident),2019,08,02,16,53,103,-120.23976,41.43783,2019,08,02,21,39
Marsh Complex,2019,08,03,08,16,340,-121.872941,37.908362,2019,08,06,18,42
Five Fire,2019,08,03,17,01,156,-118.752395,34.677864,2019,08,05,12,25
La Barisa Fire,2019,08,03,17,22,26,-116.4449,34.202883,2019,08,04,06,39
Gilbert Fire,2019,08,04,17,18,30,-122.25409,40.55924,,,,,
Caliente Fire,2019,08,05,13,56,29,-118.623651,35.287373,2019,08,06,18,43
Toro Fire ,2019,08,05,15,36,94,-117.333728,33.740219,2019,08,06,18,42
Sellers Fire,2019,08,07,15,13,58,-121.678172,37.968494,,,,,
R-1 Fire,2019,08,07,17,21,130,-120.336977,40.886677,,,,,
3-2 Willow (Previously H-1 Fire),2019,08,07,18,48,107,-121.320838,40.900458,,,,,
Golf Fire,2019,08,08,14,55,20,-122.7751,38.99174,2019,08,11,10,28
Preston Fire,2019,08,08,16,16,21,-120.420058,37.949747,2019,08,08,17,12
W1 McDonald Fire,2019,08,08,18,42,1020,-120.275298,40.943799,2019,08,11,11,35
Harte Fire,2019,08,09,15,09,240,-121.841879,37.708743,,,,,
Ward Fire,2019,08,09,23,08,1301,-122.175,42.033,2019,08,18,16,33
Heavy Range Fire,2019,08,10,18,47,33,-121.423281,39.171091,2019,08,10,15,07
Radio Fire,2019,08,12,10,53,20,-117.004667,33.909792,2019,08,12,08,21
Lower Fire,2019,08,12,14,16,46,-122.54364,40.46968,2019,08,13,16,15
Moose Fire,2019,08,12,17,10,225,-123.195306,39.005262,2019,08,17,18,15
West Fire ,2019,08,13,14,37,105,-118.342239,34.675542,,,,,
Timm Fire ,2019,08,13,15,41,81,-121.969167,38.455,2019,08,13,18,00
Spring Fire ,2019,08,14,12,52,20,-122.309167,39.088333,2019,08,14,18,51
Greenstone Fire ,2019,08,14,16,07,16,-120.890556,38.703889,2019,08,14,18,52
Bayliss Fire,2019,08,15,13,44,60,-121.761974,37.219717,,,,,
Cottage Fire,2019,08,15,15,09,156,-122.159393,40.484329,2019,08,17,18,43
Hunter Fire,2019,08,15,15,15,433,-120.208019,37.532028,,,,,
Border 9 Fire,2019,08,15,16,24,80,-116.760465,32.57394,2019,08,16,18,44
Patterson Fire,2019,08,15,17,47,35,-120.826165,38.652475,2019,08,16,10,35
Border 8 Fire,2019,08,16,06,14,1507,-116.658735,32.573437,2019,08,17,14,30
Gaines Fire,2019,08,16,14,11,1300,-120.177018,37.536069,,,,,
Patterson Fire,2019,08,21,17,56,139,-121.55867,37.71734,2019,08,21,18,27
Mountain Fire,2019,08,22,11,02,600,-122.241944,40.715556,2019,08,26,17,00
Yucca Fire,2019,08,22,19,31,34,-116.857817,33.4506,2019,08,23,23,00
Horse Fire,2019,08,24,16,33,131,-120.544,40.562,2019,08,27,10,44
Long Valley Fire ,2019,08,24,17,25,2438,-120.029722,39.892222,2019,08,27,09,01
Ivy Fire,2019,08,25,10,58,80,-117.487578,33.77777348,2019,08,25,13,00
Jamieson Fire,2019,08,25,13,06,35,-121.45597,37.034183,,,,,
Border 10 Fire,2019,08,25,16,15,25,-116.873955,32.557546,2019,08,28,08,54
Sage Fire,2019,08,27,11,33,12,-116.914799,33.463991,2019,08,27,08,54
R-1 Fire,2019,08,28,19,48,3380,-120.581,40.593,2019,09,04,16,22
Carroll Fire,2019,08,31,12,55,19,-121.657011,37.718636,2019,08,31,12,50
Creek Fire,2019,08,31,15,31,756,-119.030621,36.40193,,,,,
Jolon Fire,2019,09,01,16,35,66,-120.992914,35.906482,2019,09,02,10,08
Snail Fire,2019,09,01,17,37,279,-119.3547,34.71011,2019,09,05,08,14
Mines Fire,2019,09,02,14,36,11,-121.596667,37.545167,2019,09,02,19,13
Antelope Fire,2019,09,02,15,40,167,-120.8405,36.600167,2019,09,03,07,11
Telephone Fire,2019,09,02,20,27,15,-117.343833,34.353667,2019,09,06,08,00
Country Fire,2019,09,03,14,57,85,-120.946657,38.898915,2019,09,06,07,24
Deer Fire,2019,09,03,15,36,10,-122.07743,37.178353,2019,09,06,19,48
Walker Fire,2019,09,04,15,17,54612,-120.680556,40.061389,,,,,
Glass Fire,2019,09,04,16,26,28,-122.642572,38.910498,2019,09,05,10,03
Tenaja,2019,09,04,16,43,1926,-117.273157,33.528469,2019,09,14,19,00
Foster Fire ,2019,09,04,20,33,17,-121.39478,36.732866,2019,09,04,20,33
Henthorne Fire,2019,09,05,09,25,244,-123.222196,40.062304,2019,09,18,12,17
Red Bank Fire,2019,09,05,13,19,8836,-122.64,40.12,2019,09,13,19,00
Flood Fire ,2019,09,05,14,33,44,-120.945044,38.017138,2019,09,05,19,56
South Fire,2019,09,05,19,59,5332,-122.789,40.109,2019,12,02,16,12
Springs Fire,2019,09,06,11,24,4840,-118.872,37.826,,,,,
Lone Fire,2019,09,06,11,34,5737,-121.056,41.748,2019,09,13,07,19
Cow Fire,2019,09,06,12,23,1975,-118.228,36.284,2019,11,21,16,08
Broder Fire,2019,09,06,12,39,381,-118.185,36.151,,,,,
Taboose Fire,2019,09,06,12,43,10296,-118.345,37.034,2019,11,21,16,09
R-6 Fire,2019,09,06,13,20,260,-120.606,44.734,2019,09,11,18,30
Forbestown Fire,2019,09,06,15,18,58,-121.412333,39.470333,2019,09,12,18,49
Lime Fire,2019,09,07,08,36,1872,-122.662258,41.862237,,,,,
Kidder 2 Fire,2019,09,07,08,47,227,-123.2129356,41.4929742,2019,09,26,08,00
Rams Horn Fire,2019,09,07,08,49,280,-122.634108,41.150392,2019,09,12,10,08
Oak Fire,2019,09,07,14,00,53,-122.833831,38.955024,2019,09,08,07,00
Swedes Fire,2019,09,07,15,06,496,-121.412619,39.45296,2019,09,13,19,00
Duzel Fire,2019,09,07,18,19,15,-122.740333,41.512917,2019,09,10,19,27
Sycamore Fire,2019,09,07,20,31,250,-117.3063,33.9369,2019,09,08,18,00
McMurray Fire,2019,09,09,17,42,200,-120.187368,34.630919,2019,09,14,08,00
Bailey Fire,2019,09,10,10,43,10,-116.631106,33.496633,2019,09,10,10,45
Stuhr Fire ,2019,09,11,11,25,190,-121.110146,37.32585,,,,,
Redwood Fire,2019,09,12,20,30,34,-117.270144,33.854597,,,,,
Bridge Fire,2019,09,13,20,00,11,-120.401028,37.492002,2019,09,13,21,43
Horseshoe Fire ,2019,09,14,17,53,503,-117.043723,33.4853,,,,,
Bar Fire,2019,09,15,15,52,91,-123.000833,41.749667,,,,,
Bautista Fire,2019,09,15,20,13,167,-116.801111,33.635,2019,09,22,18,00
Baseline Fire ,2019,09,20,15,02,640,-121.432636,38.751648,,,,,
Reservoir Fire,2019,09,21,11,49,128,-121.842751,37.467744,2019,09,24,18,00
Lopez Fire,2019,09,21,14,26,220,-120.455883,35.214364,2019,09,27,18,00
Kennedy Fire,2019,09,21,17,22,98,-117.170588,33.900994,2019,09,22,17,00
Lynette Fire,2019,09,22,18,25,67,-120.827386,38.20177,,,,,
Tulloch Fire,2019,09,23,15,55,83,-120.625556,37.838333,2019,09,24,10,21
Cow Fire,2019,09,24,08,40,16,-122.039167,40.612556,2019,09,24,14,52
Dehesa Fire ,2019,09,24,15,00,200,-116.806941,32.787656,,,,,
Electra Fire,2019,09,25,13,13,10,-120.67131,38.332083,2019,09,25,17,00
Willow Fire,2019,09,25,14,17,52,-116.88,32.87833333,2019,09,25,20,00
Mare Fire,2019,09,26,15,29,30,-122.25611111,38.07944444,,,,,
Hwy Fire,2019,09,28,17,48,300,-121.693472,39.622137,2019,09,28,18,40
Chaparral Fire,2019,09,29,21,44,22,-120.965105,38.538467,2019,09,29,21,35
Warren Fire,2019,09,30,07,07,19,-117.033598,33.703546,2019,09,30,09,05
Frame Fire,2019,09,30,17,39,25,-120.634179,36.154184,,,,,
Ranch Fire,2019,10,01,22,35,52,-120.1755,35.189783,,,,,
Del Fire,2019,10,03,13,36,18,-121.336465,37.429506,2019,10,04,10,39
Elk Fire,2019,10,04,12,03,63,-123.4375,41.70611111,2019,10,03,12,03
Wilson Fire,2019,10,04,18,38,10,-123.458782,39.613783,,,,,
Briceburg Fire,2019,10,06,16,15,5563,-119.96606,37.604638,,,,,
American Fire,2019,10,06,16,36,526,-122.211671,38.165873,2019,10,07,18,34
Point Fire ,2019,10,07,09,58,29,-121.219163,37.066483,2019,10,07,09,58
Dales Fire,2019,10,07,11,03,11,-122.070055,40.314187,2019,10,07,11,03
Little Fire,2019,10,08,17,25,12,-121.853,37.606,2019,10,08,17,51
Cross Fire,2019,10,09,06,52,289,-120.73102,35.79069,2019,10,11,07,30
Corning Fire ,2019,10,09,08,31,68,-122.1604,39.847708,2019,10,09,12,39
Inghram Fire,2019,10,09,09,52,10,-122.160416,39.847708,2019,10,08,09,52
Merrill Fire,2019,10,10,06,42,40,-122.103867,37.828267,2019,10,10,12,00
Eagle Fire,2019,10,10,12,08,9,-117.499619,33.827979,2019,10,10,18,11
Reche Fire,2019,10,10,14,18,350,-117.207068,33.975405,2019,10,13,07,30
Sandalwood Fire,2019,10,10,15,38,1011,-117.059167,33.9925,,,,,
Plains Fire,2019,10,10,15,49,42,-122.19911,40.4988,2019,10,10,19,05
Wolf Fire,2019,10,10,18,36,75,-116.897333,33.8615,2019,10,12,17,22
Saddle Ridge Fire,2019,10,10,21,02,8799,-118.48161,34.32988,2019,10,31,09,10
Wendy Fire,2019,10,10,21,28,91,-118.950833,34.156389,,,,,
Bitter Fire,2019,10,11,12,30,30,-120.312856,35.709176,2019,10,11,16,21
Caples Fire,2019,10,11,12,47,3435,-120.145,38.724,,,,,
Olivas Fire,2019,10,11,15,57,200,-119.20187,34.23955,2019,10,12,18,00
Horse Fire,2019,10,13,14,45,55,-120.304341,40.387772,2019,10,16,13,44
Johnson Fire ,2019,10,14,15,32,75,-116.05898,33.45148,2019,10,16,11,53
Nustar Fire,2019,10,15,16,17,15,-122.245186,38.045866,,,,,
Fairmont Fire,2019,10,15,17,41,10,-117.097441,32.762706,2019,10,16,13,50
Real Fire,2019,10,17,16,31,420,-120.190833,34.484722,2019,10,21,06,00
Grove Fire,2019,10,17,20,06,25,-122.604425,38.88913,,,,,
Mud Fire ,2019,10,18,12,17,137,-120.460189,36.319291,2019,10,19,15,00
Beaumont Fire,2019,10,21,08,16,11,-117.21545,34.033117,2019,10,22,13,30
Palisades Fire,2019,10,21,11,52,42,-118.554091,34.055768,2019,10,31,14,16
Oak Fire,2019,10,22,19,20,,-117.403719,33.351145,,,,,
Kincade Fire,2019,10,23,21,27,77758,-122.780053,38.792458,2019,11,06,19,00
Old Water Fire,2019,10,24,04,53,145,-117.274276,34.183624,,,,,
Muir Fire,2019,10,24,12,15,67,-122.636471,37.896231,,,,,
Nelson Fire ,2019,10,24,14,43,80,-121.800538,39.551423,2019,10,24,17,15
Tick Fire,2019,10,24,14,51,4615,-118.368056,34.472778,,,,,
Cabrillo Fire,2019,10,24,20,15,62,-122.361112,37.166674,2019,10,27,12,11
Mines Fire,2019,10,24,23,16,35,-121.68598,37.62782,2019,10,27,13,55
Sawday Fire ,2019,10,25,10,52,97,-116.742508,33.055124,2019,10,28,19,31
Miller Fire,2019,10,25,15,05,37,-117.027333,33.259861,2019,10,27,18,05
Rawson Fire,2019,10,27,02,47,605,-122.25421,40.00171,2019,10,28,07,22
Cypress Complex,2019,10,27,08,50,200,-121.64118,37.99136,2019,10,28,16,26
Sky Fire ,2019,10,27,11,29,150,-122.2241,38.03545,2019,10,28,16,30
Glencove Fire ,2019,10,27,11,52,140,-122.22463,38.07205,2019,10,28,16,28
Burris Fire,2019,10,27,14,54,703,-123.12887,39.22431,2019,11,03,18,52
Forest Fire,2019,10,27,17,36,50,-122.11092,37.97911,2019,10,28,16,26
Getty Fire ,2019,10,28,06,46,745,-118.478717,34.098191,2019,11,05,17,30
Easy Fire,2019,10,30,07,45,2375,-118.803389,34.282179,2019,11,02,18,57
46 Fire,2019,10,31,06,22,328,-117.414111,33.985972,2019,11,03,16,15
Copper Fire,2019,10,31,06,39,50,-116.834583,32.564583,,,,,
Hillside Fire,2019,10,31,06,53,200,-117.285,34.183,2019,11,05,09,03
Hill Fire ,2019,10,31,08,19,628,-117.4625,34.01778,2019,11,02,18,44
Maria Fire ,2019,10,31,20,58,9999,-118.997115,34.302212,2019,11,06,18,00
Sobrante Fire ,2019,11,01,13,04,19,-117.461363,33.849906,2019,11,01,08,55
Ranch Fire,2019,11,03,14,16,2534,-122.637837,40.036379,2019,11,14,18,02
Eagle Fire,2019,11,05,06,52,75,-122.496548,39.100408,2019,11,06,18,30
Cashe Fire ,2019,11,25,12,02,,-121.729691,38.734634,,,,,
Foothills Fire,2019,11,25,12,39,308,-121.325842,38.838992,,,,,
Cave Fire,2019,11,25,19,59,3126,-119.785,34.5025,2019,12,14,08,22
Bear Fire ,2020,02,15,17,48,15,-123.6378411,40.511092,,,,,
Antelope Fire,2020,02,17,15,04,102,-120.3291855,39.6923001,2020,02,20,14,40
Beegum Fire,2020,02,23,08,35,75,-122.84722222,40.33583333,2020,02,24,14,32
Wood Fire,2020,02,23,17,50,57,-120.49392,40.62155,2020,02,23,14,45
Baseball Fire,2020,02,25,14,17,211,-122.94111111,39.75638899,2020,03,03,11,21
Grizzly Fire,2020,03,02,14,08,154,-122.384532,39.774968,2020,03,05,07,26
Mann Fire,2020,03,03,11,13,180,-117.51793,33.96957,,,,,
Baker Fire,2020,03,03,15,20,,-121.12381,39.45493,,,,,
South Main Fire,2020,03,06,12,44,20,-117.40906,33.65263,,,,,
Carter Fire ,2020,04,04,20,22,275,-115.5865,32.93432,2020,04,12,13,51
Red Fire ,2020,04,23,20,52,26,-122.43905,40.09554,2020,04,24,09,53
Bar Fire,2020,04,25,14,59,55,-122.97693,40.63442,,,,,
Byron Fire,2020,04,27,14,59,47,-121.595225,37.82066,2020,04,27,20,33
Interstate 5 Fire,2020,05,03,15,52,2060,-120.106407,36.075003,2020,05,03,13,31
Hollister Fire,2020,05,07,08,10,156,-120.29379,34.47438,2020,05,09,13,50
Candy Fire,2020,05,08,14,46,17,-121.47273,39.42208,2020,05,08,15,21
Gilman Fire,2020,05,18,13,38,20,-117.024114,33.861054,2020,05,18,18,11
Acres Fire,2020,05,21,11,30,152,-119.982359,37.11715,,,,,
Spanish Fire ,2020,05,22,15,27,20,-122.403634,38.697834,2020,05,23,14,00
Range Fire,2020,05,27,19,33,5000,-120.70524,35.34237,2020,05,28,06,45
Harley Fire,2020,05,28,17,08,60,-117.34934,33.83167,2020,05,28,20,30
Creek Fire,2020,05,30,17,48,60,-86.8616,35.9994,,,,,
Scorpion Fire,2020,05,31,18,09,1395,-119.74577,34.01389,,,,,
Acres Fire,2020,06,01,15,29,237,-119.93221,37.11806,,,,,
Amoruso Fire,2020,06,01,15,52,670,-121.390862,38.824371,,,,,
Nash Fire,2020,06,01,17,41,10,-123.48018,39.1296,,,,,
Horn Fire ,2020,06,02,17,01,37,-120.288882,40.809323,2020,06,02,18,33
Smoketree Fire,2020,06,02,19,38,129,-116.524014,33.782532,2020,06,07,08,34
Wildlife Fire,2020,06,03,18,26,300,-122.042199,38.232281,2020,06,04,09,26
Silver Fire,2020,06,04,07,38,19,-121.726223,37.329163,,,,,
Brock Fire,2020,06,04,16,36,15,-122.097933,40.837885,2020,06,04,07,30
Colleen Fire,2020,06,04,19,36,126,-121.851895,37.229703,2020,06,07,07,42
Karchner Fire,2020,06,05,09,04,39,-121.340239,38.98487,2020,06,05,12,32
Lakeville Fire,2020,06,05,16,56,141,-122.549816,38.224849,2020,06,06,18,37
McGary Fire ,2020,06,05,17,09,79,-122.156313,38.196893,2020,06,05,15,10
Gulch Fire,2020,06,06,16,19,107,-122.536406,38.216134,2020,06,08,18,30
Quail Fire,2020,06,06,16,36,1837,-122.038208,38.470809,2020,06,10,07,48
Willow Fire ,2020,06,06,18,00,100,-122.002811,37.994368,2020,06,07,07,52
Bitterwater Fire,2020,06,07,14,43,211,-121.0781,36.2644,,,,,
Hunters Fire,2020,06,07,19,15,85,-120.215454,37.61955,2020,06,10,07,03
Sperry Fire,2020,06,08,13,55,80,-121.16483,37.463636,2020,06,08,18,42
Grand Fire,2020,06,08,15,45,27,-117.37581,33.638067,2020,06,09,09,51
Bradley Fire ,2020,06,08,16,16,230,-120.81509,35.94979,2020,06,09,12,24
Sierra Fire,2020,06,08,17,46,100,-117.46036,33.82925,2020,06,09,18,45
Oak Fire,2020,06,08,20,50,20,-116.89655,33.78275,2020,06,08,20,46
Cronan Fire ,2020,06,09,14,35,29,-120.988571,38.827755,,,,,
Vineyard Fire ,2020,06,09,15,22,151,-123.21318,38.89695,2020,06,10,18,57
India Fire,2020,06,09,21,51,1100,-117.47166,33.37579,2020,06,12,09,23
Elizabeth Fire,2020,06,10,13,11,300,-119.17808,34.29475,2020,06,12,07,53
Soda Fire,2020,06,10,14,52,1680,-120.00521,35.35146,2020,06,11,20,23
Lime Fire,2020,06,10,18,30,803,-118.77347,34.46182,2020,06,17,13,42
Skyline Fire,2020,06,11,13,08,100,-116.7862,32.73044,2020,06,14,18,47
Border 7 Fire,2020,06,11,16,57,90,-116.690712,32.580882,2020,06,13,18,00
Watt Fire,2020,06,11,18,25,40,-121.378879,38.733421,2020,06,11,20,46
Grant Fire,2020,06,12,12,41,5042,-121.201927,38.520981,2020,06,17,08,11
Hog Fire,2020,06,12,17,35,533,-119.36572,36.82276,2020,07,08,08,31
Cornetts Fire,2020,06,13,14,27,191,-120.08522,37.40827,2020,06,16,19,17
Dawson Fire ,2020,06,13,18,32,10,-117.461925,33.776033,2020,06,13,08,26
Hopland Fire,2020,06,13,18,52,34,-80.49163,39.14783,2020,06,14,07,36
Drum Fire,2020,06,14,15,03,696,-120.28867,34.63309,,,,,
Avila Fire,2020,06,15,16,44,445,-120.69959,35.17977,2020,06,19,07,27
Bitter Fire ,2020,06,16,14,11,813,-120.92925,36.3011,2020,06,21,19,27
Riata Fire ,2020,06,16,14,44,18,-120.56823,35.40953,2020,06,17,14,59
Walker Fire,2020,06,16,16,58,1455,-120.72958,38.07741,2020,06,20,19,10
Nelson Fire ,2020,06,17,12,54,95,-121.60037,39.52408,2020,06,17,19,20
Liberty Fire,2020,06,17,15,49,89,-121.20828,38.23432,2020,06,18,10,44
Gyle Fire,2020,06,17,16,39,68,-122.205628,40.000132,,,,,
Ridge Fire,2020,06,17,16,54,83,-121.42113,35.9497,2020,06,22,09,07
Baker Fire,2020,06,17,20,22,165,-118.6894,35.27678,2020,06,18,19,17
Nelson Fire,2020,06,18,16,56,110,-121.33956,38.89178,2020,06,18,19,24
Fork Fire,2020,06,18,20,28,130,-118.845123,36.37085,2020,06,22,19,26
Teddy Fire,2020,06,18,22,33,13,-121.45372,39.37577,2020,06,18,08,53
Springs Fire,2020,06,19,15,19,217,-118.8613,35.89133,2020,06,22,19,22
Honcut Fire,2020,06,20,14,24,89,-121.53976,39.36894,2020,06,20,19,14
East Fire,2020,06,20,17,23,11,-120.54161,41.5017,,,,,
Quarter Fire,2020,06,21,11,33,10,-120.20316,38.08264,2020,07,07,14,34
Hunter Fire,2020,06,21,16,29,195,-121.08753,35.90835,2020,06,25,18,55
Stage Fire,2020,06,21,21,50,52,-121.57407,36.69845,2020,06,22,19,12
Grade Fire ,2020,06,22,08,16,1050,-119.19677,36.5537,2020,06,26,06,39
River Fire,2020,06,22,13,55,15,-120.68326,35.62906,2020,06,23,09,04
Rico Fire ,2020,06,22,15,55,348,-120.87858,35.9789,2020,06,23,07,07
Sycamore Fire,2020,06,23,08,23,19,-119.33439,36.97511,2020,06,26,18,04
R-2 Fire,2020,06,23,21,12,563,-120.28147,40.43203,2020,06,26,18,00
R-3 Fire,2020,06,24,07,49,210,-120.04635,40.44793,2020,06,26,18,00
58 Fire,2020,06,24,17,49,12,-115.96594,33.27665,2020,06,27,06,58
Diablo Fire,2020,06,25,06,47,202,-121.18355,37.462649999999996,2020,06,26,18,32
Bend Fire,2020,06,25,17,28,263,-119.88048,35.30742,2020,06,28,07,06
Aurora Fire,2020,06,26,15,13,280,-119.00289,38.22554,2020,07,02,11,07
Indian Fire,2020,06,26,17,07,59,-116.750925,33.565093,,,,,
Poeville Fire,2020,06,27,19,08,2975,-119.81098,39.32596,2020,07,06,14,36
Pass Fire,2020,06,28,13,28,2192,-121.21912,37.06641,2020,07,03,07,34
Gage Fire,2020,06,28,15,58,33,-120.96759,35.69993,2020,06,28,11,06
Muck Fire ,2020,06,29,12,35,12,-121.2199939,41.0336731,2020,06,29,18,49
Avacado Fire,2020,06,30,15,43,136,-121.4319,39.3784,2020,07,03,19,15
Flat Fire,2020,06,30,17,40,62,-123.437051,40.791509,2020,07,24,15,25
Bena Fire,2020,07,01,16,32,4000,-118.702732,35.310132,2020,07,03,07,30
Rowher Fire,2020,07,01,16,43,648,-118.324601,34.542742,2020,07,05,10,43
Bonadelle Fire,2020,07,02,15,27,500,-119.9252132,36.9678542,2020,07,03,07,33
Soda Fire ,2020,07,03,14,00,157,-120.053275,35.393889,2020,07,05,18,43
Mount R Fire,2020,07,03,16,29,62,-117.124353,34.182436,2020,07,06,13,27
Park Fire,2020,07,04,07,13,353,-121.567505,37.166733,2020,07,06,19,23
Sheridan Fire,2020,07,04,15,04,108,-121.876277,37.536015,2020,07,05,18,47
Lake Fire,2020,07,05,07,09,583,-120.00485,35.351065,,,,,
Cotton Fire,2020,07,05,07,30,100,-121.086625,37.091637,,,,,
Kings Fire,2020,07,05,14,39,67,-119.116536,36.750186,,,,,
Crews Fire,2020,07,05,14,55,5513,-121.501532,37.034839,2020,07,13,19,06
Soledad Fire,2020,07,05,17,18,1525,-118.328877,34.467915,2020,07,10,18,44
California Fire,2020,07,06,15,32,298,-122.25471,38.02996,,,,,
Patterson Fire,2020,07,06,16,04,150,-121.53524,37.71984,2020,07,06,19,02
Mountain Meadow Fire ,2020,07,06,18,22,75,-122.12447,38.21614,2020,07,09,11,50
Brandon Fire,2020,07,07,16,06,32,-120.941267,38.58488,,,,,
Nail Fire,2020,07,07,17,32,25,-122.65813,39.35498,2020,07,09,15,20
Tripp Fire ,2020,07,09,14,27,10,-116.7464168,33.551838,2020,07,09,07,44
Alum Fire,2020,07,11,10,50,31,-121.79349,37.37731,2020,07,11,17,28
Power Fire,2020,07,11,17,57,108,-119.50307,37.1487,2020,07,15,19,07
Elliot Fire,2020,07,13,12,55,2,-117.108421,33.623968,2020,07,13,18,45
Robinson Fire,2020,07,13,15,06,33,-121.37994,39.43227,2020,07,15,19,09
Casino Fire,2020,07,13,15,08,91,-116.83552,33.48429,2020,07,15,07,07
Mineral Fire,2020,07,13,16,40,29667,-120.52193,36.09493,2020,07,26,19,41
Coyote Fire,2020,07,15,14,04,1485,-121.04401,36.653,2020,07,18,07,36
Ben Fire,2020,07,15,16,44,48,-119.95807,37.42319,2020,07,18,07,58
Valley Fire ,2020,07,15,17,18,500,-121.33589,39.10112,2020,07,15,19,11
Hollow Fire,2020,07,16,18,14,253,-121.59374,37.64044,2020,07,19,13,26
Pitzer Fire,2020,07,17,14,59,119,-116.97557,34.39464,2020,07,20,20,54
Badger Fire,2020,07,18,17,18,557,-122.69296,41.79319,2020,07,28,18,21
Hog Fire,2020,07,18,17,28,9564,-120.86375,40.420886,2020,08,17,21,07
Platina Fire,2020,07,19,17,05,333,-122.792645,40.462621,2020,07,27,19,20
Gold Fire,2020,07,20,14,12,22614,-120.923293,41.11037,2020,08,12,19,21
Milepost 21 Fire,2020,07,20,15,44,100,-123.6986222,41.1849445,2020,08,18,18,09
Feather Fire,2020,07,20,16,09,30,-121.604579,39.506597,2020,07,21,14,40
Holland Fire ,2020,07,20,18,04,75,-121.620238,37.977309,2020,07,20,11,20
Easton Fire,2020,07,20,19,10,71,-117.192142,34.135626,2020,07,21,16,01
Rabbit Fire ,2020,07,20,19,15,135,-119.932391,37.118075,2020,07,21,07,18
Iris Fire,2020,07,21,19,26,120,-118.711135,37.518879,2020,08,12,16,37
July Complex,2020,07,24,07,33,83261,-121.477,41.699,2020,08,20,14,27
Jack Fire,2020,07,24,17,32,145,-117.033124,33.93327,2020,07,25,19,42
Hill Fire,2020,07,24,17,47,138,-122.359663,39.013591,2020,07,25,07,07
Karen Fire,2020,07,25,18,16,250,-117.429598,34.028116,2020,07,28,07,21
Ione Fire ,2020,07,26,12,57,51,-121.044895,38.420382,2020,07,26,11,26
Cottonwood Fire,2020,07,27,09,28,788,-121.101634,37.083806,,,,,
Adams Fire,2020,07,27,09,35,,-120.025872,39.922415,,,,,
Ridge Fire,2020,07,27,17,19,321,-118.72004,34.75844,2020,07,30,19,43
Lincoln Fire,2020,07,27,18,50,25,-124.19954,40.78804,2020,07,31,09,44
Border 11 Fire,2020,07,28,07,49,100,-116.77048,32.62212,,,,,
Branch Fire,2020,07,28,14,59,3222,-120.00521,35.35146,2020,08,01,19,45
Brook Fire,2020,07,29,17,24,185,-117.45479,34.25143,2020,08,01,07,07
Clay Fire,2020,07,29,18,05,741,-121.17197,38.40329,2020,07,30,07,27
